subject,gender,age,education,income,dummyconf,dummyxprob,dummyyprob,trialn,vignette,conf,xprob,yprob,datetime
hmya35yz0hm,man,55,16,40to60K,2,89,11,8,L10,3,86,14,2021-12-13 21:18:43.925982
hmya35yz0hm,man,55,16,40to60K,2,89,11,9,G1,2,51,49,2021-12-13 21:18:43.925982
hmya35yz0hm,man,55,16,40to60K,2,89,11,10,G2,2,59,41,2021-12-13 21:18:43.925982
vy5n35yzd21,woman,21,Bachelors,<20k,4,99,1,1,G1,2,30,70,2021-12-13 21:08:03.287341
vy5n35yzd21,woman,21,Bachelors,<20k,4,99,1,2,L2,4,50,50,2021-12-13 21:08:03.287341
vy5n35yzd21,woman,21,Bachelors,<20k,4,99,1,3,G5,2,50,50,2021-12-13 21:08:03.287341
vy5n35yzd21,woman,21,Bachelors,<20k,4,99,1,4,G11,2,50,50,2021-12-13 21:08:03.287341
vy5n35yzd21,woman,21,Bachelors,<20k,4,99,1,5,L11,1,31,69,2021-12-13 21:08:03.287341
vy5n35yzd21,woman,21,Bachelors,<20k,4,99,1,6,G2,3,50,50,2021-12-13 21:08:03.287341
vy5n35yzd21,woman,21,Bachelors,<20k,4,99,1,7,L10,0,30,70,2021-12-13 21:08:03.287341
vy5n35yzd21,woman,21,Bachelors,<20k,4,99,1,8,L1,0,50,50,2021-12-13 21:08:03.287341
vy5n35yzd21,woman,21,Bachelors,<20k,4,99,1,9,G9,2,50,50,2021-12-13 21:08:03.287341
vy5n35yzd21,woman,21,Bachelors,<20k,4,99,1,10,L5,2,50,50,2021-12-13 21:08:03.287341
uys435yz88i,woman,69,12,20to40k,4,5,95,1,L10,3,2,98,2021-12-13 21:32:06.417730
uys435yz88i,woman,69,12,20to40k,4,5,95,2,L2,4,4,96,2021-12-13 21:32:06.417730
uys435yz88i,woman,69,12,20to40k,4,5,95,3,G1,3,50,50,2021-12-13 21:32:06.417730
uys435yz88i,woman,69,12,20to40k,4,5,95,4,G9,3,50,50,2021-12-13 21:32:06.417730
uys435yz88i,woman,69,12,20to40k,4,5,95,5,L11,3,70,30,2021-12-13 21:32:06.417730
uys435yz88i,woman,69,12,20to40k,4,5,95,6,G5,1,60,40,2021-12-13 21:32:06.417730
uys435yz88i,woman,69,12,20to40k,4,5,95,7,G2,3,20,80,2021-12-13 21:32:06.417730
uys435yz88i,woman,69,12,20to40k,4,5,95,8,G11,3,50,50,2021-12-13 21:32:06.417730
uys435yz88i,woman,69,12,20to40k,4,5,95,9,L1,2,85,15,2021-12-13 21:32:06.417730
uys435yz88i,woman,69,12,20to40k,4,5,95,10,L5,2,75,25,2021-12-13 21:32:06.417730
rzyz35yzwq9,man,32,13,60to80k,4,95,5,1,G11,1,50,50,2021-12-13 21:22:24.878757
rzyz35yzwq9,man,32,13,60to80k,4,95,5,2,G5,1,70,30,2021-12-13 21:22:24.878757
rzyz35yzwq9,man,32,13,60to80k,4,95,5,3,L11,0,60,40,2021-12-13 21:22:24.878757
rzyz35yzwq9,man,32,13,60to80k,4,95,5,4,G2,4,95,5,2021-12-13 21:22:24.878757
rzyz35yzwq9,man,32,13,60to80k,4,95,5,5,G9,1,60,40,2021-12-13 21:22:24.878757
rzyz35yzwq9,man,32,13,60to80k,4,95,5,6,G1,0,10,90,2021-12-13 21:22:24.878757
rzyz35yzwq9,man,32,13,60to80k,4,95,5,7,L10,1,50,50,2021-12-13 21:22:24.878757
rzyz35yzwq9,man,32,13,60to80k,4,95,5,8,L2,4,5,95,2021-12-13 21:22:24.878757
rzyz35yzwq9,man,32,13,60to80k,4,95,5,9,L5,2,70,30,2021-12-13 21:22:24.878757
rzyz35yzwq9,man,32,13,60to80k,4,95,5,10,L1,0,10,90,2021-12-13 21:22:24.878757
8tmf35yznt3,woman,46,18,60to80k,3,90,10,1,L2,2,20,80,2021-12-13 21:48:41.504865
8tmf35yznt3,woman,46,18,60to80k,3,90,10,2,G11,1,50,50,2021-12-13 21:48:41.504865
8tmf35yznt3,woman,46,18,60to80k,3,90,10,3,L11,1,65,35,2021-12-13 21:48:41.504865
8tmf35yznt3,woman,46,18,60to80k,3,90,10,4,L1,0,10,90,2021-12-13 21:48:41.504865
8tmf35yznt3,woman,46,18,60to80k,3,90,10,5,G9,0,50,50,2021-12-13 21:48:41.504865
8tmf35yznt3,woman,46,18,60to80k,3,90,10,6,G5,0,50,50,2021-12-13 21:48:41.504865
8tmf35yznt3,woman,46,18,60to80k,3,90,10,7,G2,2,30,70,2021-12-13 21:48:41.504865
8tmf35yznt3,woman,46,18,60to80k,3,90,10,8,L10,0,50,50,2021-12-13 21:48:41.504865
8tmf35yznt3,woman,46,18,60to80k,3,90,10,9,G1,0,1,99,2021-12-13 21:48:41.504865
8tmf35yznt3,woman,46,18,60to80k,3,90,10,10,L5,0,50,50,2021-12-13 21:48:41.504865
m27n35yzw3y,woman,49,masters degree,80to100k,4,90,10,1,G5,4,50,50,2021-12-13 21:32:44.244026
m27n35yzw3y,woman,49,masters degree,80to100k,4,90,10,2,G1,4,50,50,2021-12-13 21:32:44.244026
m27n35yzw3y,woman,49,masters degree,80to100k,4,90,10,3,G2,4,50,50,2021-12-13 21:32:44.244026
m27n35yzw3y,woman,49,masters degree,80to100k,4,90,10,4,G9,4,50,50,2021-12-13 21:32:44.244026
m27n35yzw3y,woman,49,masters degree,80to100k,4,90,10,5,L5,4,50,50,2021-12-13 21:32:44.244026
m27n35yzw3y,woman,49,masters degree,80to100k,4,90,10,6,L1,4,50,50,2021-12-13 21:32:44.244026
m27n35yzw3y,woman,49,masters degree,80to100k,4,90,10,7,L11,4,45,55,2021-12-13 21:32:44.244026
m27n35yzw3y,woman,49,masters degree,80to100k,4,90,10,8,L10,4,50,50,2021-12-13 21:32:44.244026
m27n35yzw3y,woman,49,masters degree,80to100k,4,90,10,9,G11,4,50,50,2021-12-13 21:32:44.244026
m27n35yzw3y,woman,49,masters degree,80to100k,4,90,10,10,L2,4,50,50,2021-12-13 21:32:44.244026
ppdk35yzhmk,man,43,14,40to60K,2,51,49,1,L1,3,51,49,2021-12-13 21:23:06.265178
ppdk35yzhmk,man,43,14,40to60K,2,51,49,2,G2,2,59,41,2021-12-13 21:23:06.265178
ppdk35yzhmk,man,43,14,40to60K,2,51,49,3,G5,3,41,59,2021-12-13 21:23:06.265178
ppdk35yzhmk,man,43,14,40to60K,2,51,49,4,L11,3,42,58,2021-12-13 21:23:06.265178
ppdk35yzhmk,man,43,14,40to60K,2,51,49,5,G1,4,62,38,2021-12-13 21:23:06.265178
ppdk35yzhmk,man,43,14,40to60K,2,51,49,6,L2,4,65,35,2021-12-13 21:23:06.265178
ppdk35yzhmk,man,43,14,40to60K,2,51,49,7,L5,2,47,53,2021-12-13 21:23:06.265178
ppdk35yzhmk,man,43,14,40to60K,2,51,49,8,G9,2,33,67,2021-12-13 21:23:06.265178
ppdk35yzhmk,man,43,14,40to60K,2,51,49,9,G11,2,41,59,2021-12-13 21:23:06.265178
ppdk35yzhmk,man,43,14,40to60K,2,51,49,10,L10,3,55,45,2021-12-13 21:23:06.265178
u3kl35yzvv2,man,50,16,>100k,4,90,10,1,L2,3,80,20,2021-12-13 21:17:22.487486
u3kl35yzvv2,man,50,16,>100k,4,90,10,2,L1,4,50,50,2021-12-13 21:17:22.487486
u3kl35yzvv2,man,50,16,>100k,4,90,10,3,G9,1,50,50,2021-12-13 21:17:22.487486
u3kl35yzvv2,man,50,16,>100k,4,90,10,4,G5,1,50,50,2021-12-13 21:17:22.487486
u3kl35yzvv2,man,50,16,>100k,4,90,10,5,G2,2,35,65,2021-12-13 21:17:22.487486
u3kl35yzvv2,man,50,16,>100k,4,90,10,6,L11,3,80,20,2021-12-13 21:17:22.487486
u3kl35yzvv2,man,50,16,>100k,4,90,10,7,G1,3,50,50,2021-12-13 21:17:22.487486
u3kl35yzvv2,man,50,16,>100k,4,90,10,8,L10,3,90,10,2021-12-13 21:17:22.487486
u3kl35yzvv2,man,50,16,>100k,4,90,10,9,G11,4,50,50,2021-12-13 21:17:22.487486
u3kl35yzvv2,man,50,16,>100k,4,90,10,10,L5,3,50,50,2021-12-13 21:17:22.487486
1ffu35yz5ks,man,29,16,60to80k,2,85,15,1,L2,3,80,20,2021-12-13 21:02:08.852844
1ffu35yz5ks,man,29,16,60to80k,2,85,15,2,L1,3,50,50,2021-12-13 21:02:08.852844
1ffu35yz5ks,man,29,16,60to80k,2,85,15,3,G9,4,50,50,2021-12-13 21:02:08.852844
1ffu35yz5ks,man,29,16,60to80k,2,85,15,4,G5,1,50,50,2021-12-13 21:02:08.852844
1ffu35yz5ks,man,29,16,60to80k,2,85,15,5,G11,2,50,50,2021-12-13 21:02:08.852844
1ffu35yz5ks,man,29,16,60to80k,2,85,15,6,G2,3,20,80,2021-12-13 21:02:08.852844
1ffu35yz5ks,man,29,16,60to80k,2,85,15,7,L11,4,80,20,2021-12-13 21:02:08.852844
1ffu35yz5ks,man,29,16,60to80k,2,85,15,8,G1,4,50,50,2021-12-13 21:02:08.852844
1ffu35yz5ks,man,29,16,60to80k,2,85,15,9,L10,2,50,50,2021-12-13 21:02:08.852844
1ffu35yz5ks,man,29,16,60to80k,2,85,15,10,L5,2,50,50,2021-12-13 21:02:08.852844
ml7a35yzymu,woman,26,16,>100k,3,73,27,1,G2,2,54,46,2021-12-13 21:00:55.865072
ml7a35yzymu,woman,26,16,>100k,3,73,27,2,L1,2,27,73,2021-12-13 21:00:55.865072
ml7a35yzymu,woman,26,16,>100k,3,73,27,3,L5,2,50,50,2021-12-13 21:00:55.865072
ml7a35yzymu,woman,26,16,>100k,3,73,27,4,L10,2,57,43,2021-12-13 21:00:55.865072
ml7a35yzymu,woman,26,16,>100k,3,73,27,5,G11,2,53,47,2021-12-13 21:00:55.865072
ml7a35yzymu,woman,26,16,>100k,3,73,27,6,G9,3,78,22,2021-12-13 21:00:55.865072
ml7a35yzymu,woman,26,16,>100k,3,73,27,7,G1,2,50,50,2021-12-13 21:00:55.865072
ml7a35yzymu,woman,26,16,>100k,3,73,27,8,L2,2,50,50,2021-12-13 21:00:55.865072
ml7a35yzymu,woman,26,16,>100k,3,73,27,9,L11,2,51,49,2021-12-13 21:00:55.865072
ml7a35yzymu,woman,26,16,>100k,3,73,27,10,G5,2,51,49,2021-12-13 21:00:55.865072
qotd35yz8eq,man,33,14,<20k,1,75,25,1,G1,0,50,50,2021-12-13 21:27:14.687817
qotd35yz8eq,man,33,14,<20k,1,75,25,2,G2,0,50,50,2021-12-13 21:27:14.687817
qotd35yz8eq,man,33,14,<20k,1,75,25,3,G11,2,50,50,2021-12-13 21:27:14.687817
qotd35yz8eq,man,33,14,<20k,1,75,25,4,L5,0,50,50,2021-12-13 21:27:14.687817
qotd35yz8eq,man,33,14,<20k,1,75,25,5,L1,0,50,50,2021-12-13 21:27:14.687817
qotd35yz8eq,man,33,14,<20k,1,75,25,6,L10,0,50,50,2021-12-13 21:27:14.687817
qotd35yz8eq,man,33,14,<20k,1,75,25,7,L2,0,50,50,2021-12-13 21:27:14.687817
qotd35yz8eq,man,33,14,<20k,1,75,25,8,L11,1,75,25,2021-12-13 21:27:14.687817
qotd35yz8eq,man,33,14,<20k,1,75,25,9,G5,0,50,50,2021-12-13 21:27:14.687817
qotd35yz8eq,man,33,14,<20k,1,75,25,10,G9,0,50,50,2021-12-13 21:27:14.687817
wkxd35yz0ya,man,54,14,40to60K,2,75,25,1,G9,1,50,50,2021-12-13 22:32:38.029454
wkxd35yz0ya,man,54,14,40to60K,2,75,25,2,L5,0,67,33,2021-12-13 22:32:38.029454
wkxd35yz0ya,man,54,14,40to60K,2,75,25,3,L1,0,50,50,2021-12-13 22:32:38.029454
wkxd35yz0ya,man,54,14,40to60K,2,75,25,4,G2,1,60,40,2021-12-13 22:32:38.029454
wkxd35yz0ya,man,54,14,40to60K,2,75,25,5,L10,0,55,45,2021-12-13 22:32:38.029454
wkxd35yz0ya,man,54,14,40to60K,2,75,25,6,L11,1,65,35,2021-12-13 22:32:38.029454
wkxd35yz0ya,man,54,14,40to60K,2,75,25,7,G11,0,50,50,2021-12-13 22:32:38.029454
wkxd35yz0ya,man,54,14,40to60K,2,75,25,8,L2,1,30,70,2021-12-13 22:32:38.029454
wkxd35yz0ya,man,54,14,40to60K,2,75,25,9,G5,0,53,47,2021-12-13 22:32:38.029454
wkxd35yz0ya,man,54,14,40to60K,2,75,25,10,G1,1,50,50,2021-12-13 22:32:38.029454
7f0v35yzqyk,woman,39,14,20to40k,4,95,5,1,G2,3,50,50,2021-12-13 21:52:22.152498
7f0v35yzqyk,woman,39,14,20to40k,4,95,5,2,L1,0,50,50,2021-12-13 21:52:22.152498
7f0v35yzqyk,woman,39,14,20to40k,4,95,5,3,L5,0,50,50,2021-12-13 21:52:22.152498
7f0v35yzqyk,woman,39,14,20to40k,4,95,5,4,G11,0,50,50,2021-12-13 21:52:22.152498
7f0v35yzqyk,woman,39,14,20to40k,4,95,5,5,L11,3,25,75,2021-12-13 21:52:22.152498
7f0v35yzqyk,woman,39,14,20to40k,4,95,5,6,L2,3,20,80,2021-12-13 21:52:22.152498
7f0v35yzqyk,woman,39,14,20to40k,4,95,5,7,G1,0,50,50,2021-12-13 21:52:22.152498
7f0v35yzqyk,woman,39,14,20to40k,4,95,5,8,G9,0,50,50,2021-12-13 21:52:22.152498
7f0v35yzqyk,woman,39,14,20to40k,4,95,5,9,L10,2,38,62,2021-12-13 21:52:22.152498
7f0v35yzqyk,woman,39,14,20to40k,4,95,5,10,G5,4,100,0,2021-12-13 21:52:22.152498
tm2s35yzmpw,woman,44,13,20to40k,4,94,6,1,L5,1,33,67,2021-12-13 21:27:02.221677
tm2s35yzmpw,woman,44,13,20to40k,4,94,6,2,L2,2,52,48,2021-12-13 21:27:02.221677
tm2s35yzmpw,woman,44,13,20to40k,4,94,6,3,L1,4,50,50,2021-12-13 21:27:02.221677
tm2s35yzmpw,woman,44,13,20to40k,4,94,6,4,G9,2,38,62,2021-12-13 21:27:02.221677
tm2s35yzmpw,woman,44,13,20to40k,4,94,6,5,L10,3,32,68,2021-12-13 21:27:02.221677
tm2s35yzmpw,woman,44,13,20to40k,4,94,6,6,G2,3,51,49,2021-12-13 21:27:02.221677
tm2s35yzmpw,woman,44,13,20to40k,4,94,6,7,G5,2,50,50,2021-12-13 21:27:02.221677
tm2s35yzmpw,woman,44,13,20to40k,4,94,6,8,L11,3,50,50,2021-12-13 21:27:02.221677
tm2s35yzmpw,woman,44,13,20to40k,4,94,6,9,G11,4,50,50,2021-12-13 21:27:02.221677
tm2s35yzmpw,woman,44,13,20to40k,4,94,6,10,G1,4,50,50,2021-12-13 21:27:02.221677
2qil35yzuvu,woman,59,14,40to60K,4,92,8,1,L10,2,30,70,2021-12-13 21:21:09.726438
2qil35yzuvu,woman,59,14,40to60K,4,92,8,2,G1,0,20,80,2021-12-13 21:21:09.726438
2qil35yzuvu,woman,59,14,40to60K,4,92,8,3,G5,1,50,50,2021-12-13 21:21:09.726438
2qil35yzuvu,woman,59,14,40to60K,4,92,8,4,G2,1,50,50,2021-12-13 21:21:09.726438
2qil35yzuvu,woman,59,14,40to60K,4,92,8,5,G11,1,50,50,2021-12-13 21:21:09.726438
2qil35yzuvu,woman,59,14,40to60K,4,92,8,6,G9,1,50,50,2021-12-13 21:21:09.726438
2qil35yzuvu,woman,59,14,40to60K,4,92,8,7,L5,1,50,50,2021-12-13 21:21:09.726438
2qil35yzuvu,woman,59,14,40to60K,4,92,8,8,L11,2,35,65,2021-12-13 21:21:09.726438
2qil35yzuvu,woman,59,14,40to60K,4,92,8,9,L2,1,40,60,2021-12-13 21:21:09.726438
2qil35yzuvu,woman,59,14,40to60K,4,92,8,10,L1,0,20,80,2021-12-13 21:21:09.726438
ilj535yzc7b,woman,28,16,80to100k,3,85,15,1,G2,3,50,50,2021-12-13 21:21:59.803580
ilj535yzc7b,woman,28,16,80to100k,3,85,15,2,L5,2,50,50,2021-12-13 21:21:59.803580
ilj535yzc7b,woman,28,16,80to100k,3,85,15,3,G9,2,50,50,2021-12-13 21:21:59.803580
ilj535yzc7b,woman,28,16,80to100k,3,85,15,4,G1,0,35,65,2021-12-13 21:21:59.803580
ilj535yzc7b,woman,28,16,80to100k,3,85,15,5,L2,2,50,50,2021-12-13 21:21:59.803580
ilj535yzc7b,woman,28,16,80to100k,3,85,15,6,L11,1,50,50,2021-12-13 21:21:59.803580
ilj535yzc7b,woman,28,16,80to100k,3,85,15,7,G5,0,40,60,2021-12-13 21:21:59.803580
ilj535yzc7b,woman,28,16,80to100k,3,85,15,8,L1,0,70,30,2021-12-13 21:21:59.803580
ilj535yzc7b,woman,28,16,80to100k,3,85,15,9,L10,1,50,50,2021-12-13 21:21:59.803580
ilj535yzc7b,woman,28,16,80to100k,3,85,15,10,G11,3,50,50,2021-12-13 21:21:59.803580
8l0w35yz6xu,man,31,16,20to40k,4,50,50,1,G5,4,1,99,2021-12-13 21:00:16.462953
8l0w35yz6xu,man,31,16,20to40k,4,50,50,2,L2,2,50,50,2021-12-13 21:00:16.462953
8l0w35yz6xu,man,31,16,20to40k,4,50,50,3,G9,1,10,90,2021-12-13 21:00:16.462953
8l0w35yz6xu,man,31,16,20to40k,4,50,50,4,L10,4,50,50,2021-12-13 21:00:16.462953
8l0w35yz6xu,man,31,16,20to40k,4,50,50,5,L5,3,1,99,2021-12-13 21:00:16.462953
8l0w35yz6xu,man,31,16,20to40k,4,50,50,6,G1,4,50,50,2021-12-13 21:00:16.462953
8l0w35yz6xu,man,31,16,20to40k,4,50,50,7,G11,4,50,50,2021-12-13 21:00:16.462953
8l0w35yz6xu,man,31,16,20to40k,4,50,50,8,L11,1,5,95,2021-12-13 21:00:16.462953
8l0w35yz6xu,man,31,16,20to40k,4,50,50,9,G2,2,50,50,2021-12-13 21:00:16.462953
8l0w35yz6xu,man,31,16,20to40k,4,50,50,10,L1,4,50,50,2021-12-13 21:00:16.462953
71x335yztcm,man,35,16,60to80k,2,71,29,1,G1,3,65,35,2021-12-13 21:08:48.040777
71x335yztcm,man,35,16,60to80k,2,71,29,2,L5,3,72,28,2021-12-13 21:08:48.040777
71x335yztcm,man,35,16,60to80k,2,71,29,3,L10,3,82,18,2021-12-13 21:08:48.040777
71x335yztcm,man,35,16,60to80k,2,71,29,4,G9,1,42,58,2021-12-13 21:08:48.040777
71x335yztcm,man,35,16,60to80k,2,71,29,5,L1,2,44,56,2021-12-13 21:08:48.040777
71x335yztcm,man,35,16,60to80k,2,71,29,6,L2,2,38,62,2021-12-13 21:08:48.040777
71x335yztcm,man,35,16,60to80k,2,71,29,7,L11,2,36,64,2021-12-13 21:08:48.040777
71x335yztcm,man,35,16,60to80k,2,71,29,8,G5,2,35,65,2021-12-13 21:08:48.040777
71x335yztcm,man,35,16,60to80k,2,71,29,9,G11,2,38,62,2021-12-13 21:08:48.040777
71x335yztcm,man,35,16,60to80k,2,71,29,10,G2,2,48,52,2021-12-13 21:08:48.040777
yjir35yz9g0,woman,25,undergraduate bachelor,>100k,3,75,25,1,L11,4,24,76,2021-12-13 21:02:50.410238
yjir35yz9g0,woman,25,undergraduate bachelor,>100k,3,75,25,2,L1,4,50,50,2021-12-13 21:02:50.410238
yjir35yz9g0,woman,25,undergraduate bachelor,>100k,3,75,25,3,G11,4,50,50,2021-12-13 21:02:50.410238
yjir35yz9g0,woman,25,undergraduate bachelor,>100k,3,75,25,4,L10,4,50,50,2021-12-13 21:02:50.410238
yjir35yz9g0,woman,25,undergraduate bachelor,>100k,3,75,25,5,L2,3,20,80,2021-12-13 21:02:50.410238
yjir35yz9g0,woman,25,undergraduate bachelor,>100k,3,75,25,6,G5,3,50,50,2021-12-13 21:02:50.410238
yjir35yz9g0,woman,25,undergraduate bachelor,>100k,3,75,25,7,G1,4,50,50,2021-12-13 21:02:50.410238
yjir35yz9g0,woman,25,undergraduate bachelor,>100k,3,75,25,8,G9,3,68,32,2021-12-13 21:02:50.410238
yjir35yz9g0,woman,25,undergraduate bachelor,>100k,3,75,25,9,G2,4,75,25,2021-12-13 21:02:50.410238
yjir35yz9g0,woman,25,undergraduate bachelor,>100k,3,75,25,10,L5,3,50,50,2021-12-13 21:02:50.410238
jskn35yzih9,man,28,16,na,3,68,32,1,L1,2,63,37,2021-12-13 21:01:58.406153
jskn35yzih9,man,28,16,na,3,68,32,2,L5,2,36,64,2021-12-13 21:01:58.406153
jskn35yzih9,man,28,16,na,3,68,32,3,G2,4,20,80,2021-12-13 21:01:58.406153
jskn35yzih9,man,28,16,na,3,68,32,4,G9,2,51,49,2021-12-13 21:01:58.406153
jskn35yzih9,man,28,16,na,3,68,32,5,L11,3,14,86,2021-12-13 21:01:58.406153
jskn35yzih9,man,28,16,na,3,68,32,6,G1,4,1,99,2021-12-13 21:01:58.406153
jskn35yzih9,man,28,16,na,3,68,32,7,G11,2,50,50,2021-12-13 21:01:58.406153
jskn35yzih9,man,28,16,na,3,68,32,8,L10,3,25,75,2021-12-13 21:01:58.406153
jskn35yzih9,man,28,16,na,3,68,32,9,L2,3,35,65,2021-12-13 21:01:58.406153
jskn35yzih9,man,28,16,na,3,68,32,10,G5,3,22,78,2021-12-13 21:01:58.406153
juzv35yzntd,man,35,digree,20to40k,2,51,49,1,G1,1,42,58,2021-12-13 21:00:17.898859
juzv35yzntd,man,35,digree,20to40k,2,51,49,2,G9,1,56,44,2021-12-13 21:00:17.898859
juzv35yzntd,man,35,digree,20to40k,2,51,49,3,G5,1,62,38,2021-12-13 21:00:17.898859
juzv35yzntd,man,35,digree,20to40k,2,51,49,4,L11,2,61,39,2021-12-13 21:00:17.898859
juzv35yzntd,man,35,digree,20to40k,2,51,49,5,G2,1,67,33,2021-12-13 21:00:17.898859
juzv35yzntd,man,35,digree,20to40k,2,51,49,6,G11,2,80,20,2021-12-13 21:00:17.898859
juzv35yzntd,man,35,digree,20to40k,2,51,49,7,L1,3,64,36,2021-12-13 21:00:17.898859
juzv35yzntd,man,35,digree,20to40k,2,51,49,8,L10,1,60,40,2021-12-13 21:00:17.898859
juzv35yzntd,man,35,digree,20to40k,2,51,49,9,L5,2,73,27,2021-12-13 21:00:17.898859
juzv35yzntd,man,35,digree,20to40k,2,51,49,10,L2,2,29,71,2021-12-13 21:00:17.898859
ky4e35yzmvo,woman,56,12,60to80k,3,70,30,1,G1,3,50,50,2021-12-13 21:52:59.652302
ky4e35yzmvo,woman,56,12,60to80k,3,70,30,2,G11,2,50,50,2021-12-13 21:52:59.652302
ky4e35yzmvo,woman,56,12,60to80k,3,70,30,3,L2,1,70,30,2021-12-13 21:52:59.652302
ky4e35yzmvo,woman,56,12,60to80k,3,70,30,4,G5,0,50,50,2021-12-13 21:52:59.652302
ky4e35yzmvo,woman,56,12,60to80k,3,70,30,5,L11,2,80,20,2021-12-13 21:52:59.652302
ky4e35yzmvo,woman,56,12,60to80k,3,70,30,6,L10,2,20,80,2021-12-13 21:52:59.652302
ky4e35yzmvo,woman,56,12,60to80k,3,70,30,7,G2,1,29,71,2021-12-13 21:52:59.652302
ky4e35yzmvo,woman,56,12,60to80k,3,70,30,8,G9,2,50,50,2021-12-13 21:52:59.652302
ky4e35yzmvo,woman,56,12,60to80k,3,70,30,9,L5,1,30,70,2021-12-13 21:52:59.652302
ky4e35yzmvo,woman,56,12,60to80k,3,70,30,10,L1,2,65,35,2021-12-13 21:52:59.652302
v9rv35yz4dc,man,33,13,60to80k,3,90,10,1,L1,3,50,50,2021-12-13 21:10:36.257650
v9rv35yz4dc,man,33,13,60to80k,3,90,10,2,L11,4,50,50,2021-12-13 21:10:36.257650
v9rv35yz4dc,man,33,13,60to80k,3,90,10,3,L2,2,55,45,2021-12-13 21:10:36.257650
v9rv35yz4dc,man,33,13,60to80k,3,90,10,4,G11,4,50,50,2021-12-13 21:10:36.257650
v9rv35yz4dc,man,33,13,60to80k,3,90,10,5,G1,4,50,50,2021-12-13 21:10:36.257650
v9rv35yz4dc,man,33,13,60to80k,3,90,10,6,G5,4,50,50,2021-12-13 21:10:36.257650
v9rv35yz4dc,man,33,13,60to80k,3,90,10,7,G9,4,50,50,2021-12-13 21:10:36.257650
v9rv35yz4dc,man,33,13,60to80k,3,90,10,8,L10,4,50,50,2021-12-13 21:10:36.257650
v9rv35yz4dc,man,33,13,60to80k,3,90,10,9,G2,3,35,65,2021-12-13 21:10:36.257650
v9rv35yz4dc,man,33,13,60to80k,3,90,10,10,L5,4,50,50,2021-12-13 21:10:36.257650
9mqd35yzoz4,woman,37,16,20to40k,3,90,10,1,G5,2,50,50,2021-12-13 21:01:59.813173
9mqd35yzoz4,woman,37,16,20to40k,3,90,10,2,G11,2,50,50,2021-12-13 21:01:59.813173
9mqd35yzoz4,woman,37,16,20to40k,3,90,10,3,L11,0,70,30,2021-12-13 21:01:59.813173
9mqd35yzoz4,woman,37,16,20to40k,3,90,10,4,G2,3,30,70,2021-12-13 21:01:59.813173
9mqd35yzoz4,woman,37,16,20to40k,3,90,10,5,L1,3,50,50,2021-12-13 21:01:59.813173
9mqd35yzoz4,woman,37,16,20to40k,3,90,10,6,L5,1,50,50,2021-12-13 21:01:59.813173
9mqd35yzoz4,woman,37,16,20to40k,3,90,10,7,L10,3,5,95,2021-12-13 21:01:59.813173
9mqd35yzoz4,woman,37,16,20to40k,3,90,10,8,L2,3,20,80,2021-12-13 21:01:59.813173
9mqd35yzoz4,woman,37,16,20to40k,3,90,10,9,G1,3,50,50,2021-12-13 21:01:59.813173
9mqd35yzoz4,woman,37,16,20to40k,3,90,10,10,G9,1,50,50,2021-12-13 21:01:59.813173
upmd35yzwph,man,50,16,60to80k,3,78,22,1,L5,2,50,50,2021-12-13 21:13:48.100624
upmd35yzwph,man,50,16,60to80k,3,78,22,2,G1,0,50,50,2021-12-13 21:13:48.100624
upmd35yzwph,man,50,16,60to80k,3,78,22,3,G9,0,25,75,2021-12-13 21:13:48.100624
upmd35yzwph,man,50,16,60to80k,3,78,22,4,L2,3,36,64,2021-12-13 21:13:48.100624
upmd35yzwph,man,50,16,60to80k,3,78,22,5,G5,1,50,50,2021-12-13 21:13:48.100624
upmd35yzwph,man,50,16,60to80k,3,78,22,6,L11,3,5,95,2021-12-13 21:13:48.100624
upmd35yzwph,man,50,16,60to80k,3,78,22,7,G11,3,50,50,2021-12-13 21:13:48.100624
upmd35yzwph,man,50,16,60to80k,3,78,22,8,L10,1,50,50,2021-12-13 21:13:48.100624
upmd35yzwph,man,50,16,60to80k,3,78,22,9,G2,3,50,50,2021-12-13 21:13:48.100624
upmd35yzwph,man,50,16,60to80k,3,78,22,10,L1,2,72,28,2021-12-13 21:13:48.100624
k19e35yz8pm,woman,38,18,60to80k,3,90,10,1,L2,2,25,75,2021-12-13 22:27:03.387477
k19e35yz8pm,woman,38,18,60to80k,3,90,10,2,G1,2,50,50,2021-12-13 22:27:03.387477
k19e35yz8pm,woman,38,18,60to80k,3,90,10,3,L10,1,25,75,2021-12-13 22:27:03.387477
k19e35yz8pm,woman,38,18,60to80k,3,90,10,4,G9,1,40,60,2021-12-13 22:27:03.387477
k19e35yz8pm,woman,38,18,60to80k,3,90,10,5,L11,2,30,70,2021-12-13 22:27:03.387477
k19e35yz8pm,woman,38,18,60to80k,3,90,10,6,L5,2,50,50,2021-12-13 22:27:03.387477
k19e35yz8pm,woman,38,18,60to80k,3,90,10,7,G11,3,50,50,2021-12-13 22:27:03.387477
k19e35yz8pm,woman,38,18,60to80k,3,90,10,8,L1,2,50,50,2021-12-13 22:27:03.387477
k19e35yz8pm,woman,38,18,60to80k,3,90,10,9,G2,3,25,75,2021-12-13 22:27:03.387477
k19e35yz8pm,woman,38,18,60to80k,3,90,10,10,G5,2,50,50,2021-12-13 22:27:03.387477
